Recency,Frequency,Monetary,Cluster,pca1,pca2,Segment
2,32,4124.69,2,4.250167745939963,-0.4903774415832407,Premium Loyalists
682,1,77.52,0,-2.4768446117835365,0.03206294525461344,Dormant Low Spenders
40,2,519.61,3,-0.12601324064990593,-0.767894682178918,New Active Buyers
9,2,1020.42,3,0.7013343413959492,-1.358851203856751,New Active Buyers
227,5,717.41,1,0.17741668936807045,0.6702133984008238,Active Mid Spenders
316,1,218.45,0,-1.670167326968621,-0.053490943050082,Dormant Low Spenders
457,2,622.8199999999999,1,-0.8218089613407059,0.7187474298781387,Active Mid Spenders
36,8,2142.72,2,1.7706982156544175,0.17137466452329525,Premium Loyalists
35,8,1653.75,2,1.640068733140816,0.06284049547065411,Premium Loyalists
21,4,4642.45,2,1.770161548485614,-0.12382930382029157,Premium Loyalists
78,1,440.42,3,-0.8364552025008661,-0.6228639678195854,New Active Buyers
247,2,1052.9,1,-0.3373111799862001,0.5443956428996249,Active Mid Spenders
40,1,197.71,3,-1.051334316057522,-1.2941847307977024,New Active Buyers
239,4,1980.4,1,0.5252591563062864,0.9803828379220637,Active Mid Spenders
4,9,2338.15,2,2.5811754203691475,-0.9294737262356734,Premium Loyalists
234,2,2040.1,1,0.036902046552059496,0.7485487905714242,Active Mid Spenders
17,4,2062.67,2,1.3987234351363178,-0.5314836860944846,Premium Loyalists
8,1,144.0,3,-0.7228112361293731,-2.3001844745557936,New Active Buyers
39,4,958.78,3,0.7233220243029598,-0.3341315995042647,New Active Buyers
29,8,4695.66,2,2.2626671178706284,0.32768014230161374,Premium Loyalists
317,3,1352.15,1,0.0037066092661071776,0.9096373292657751,Active Mid Spenders
92,5,2582.66,2,1.1625518938953268,0.5985352789583008,Premium Loyalists
109,3,418.09999999999997,1,-0.2794881992201517,-0.13419131188840167,Active Mid Spenders
38,15,5090.110000000001,2,2.795800435168981,0.7701465717117509,Premium Loyalists
505,1,299.02,0,-1.6552256735636688,0.3336745802426115,Dormant Low Spenders
51,2,618.27,3,-0.11054440645300513,-0.5659106473978135,New Active Buyers
19,4,3811.22,2,1.695106984195064,-0.25038267321690827,Premium Loyalists
10,11,4534.09,2,2.8615535756282555,-0.14649380505460313,Premium Loyalists
29,13,2296.72,2,2.3192932698631825,0.27150253359779625,Premium Loyalists
29,21,5043.92,2,3.1958767681250673,0.7556864426872122,Premium Loyalists
190,6,681.26,1,0.36207081172520095,0.6168572629028504,Active Mid Spenders
59,1,153.12,0,-1.3135687534228444,-1.1604879221157232,Dormant Low Spenders
22,1,739.1999999999999,3,-0.15199813600470793,-1.1655346142620906,New Active Buyers
79,2,254.18,3,-0.7303419100085067,-0.6284428866787511,New Active Buyers
376,4,1232.95,1,0.12136627834161304,1.0775007674330506,Active Mid Spenders
682,1,21.0,0,-3.163079350740806,-0.4219746176924061,Dormant Low Spenders
60,1,1579.51,3,-0.06349377516482904,-0.32005784602989773,New Active Buyers
405,1,415.79,0,-1.4055368515306708,0.3212375039656904,Dormant Low Spenders
78,9,3435.86,2,1.881382741097492,0.8342456465928355,Premium Loyalists
23,5,2099.54,2,1.4961894161730651,-0.2735417051059101,Premium Loyalists
52,1,1193.32,3,-0.1683920638163939,-0.5028813623719194,New Active Buyers
74,1,704.0400000000001,3,-0.5668141040394999,-0.4863799288374067,New Active Buyers
278,1,315.6,0,-1.4305069372287273,0.0020589487160536804,Dormant Low Spenders
95,3,1131.1,1,0.30123747367487586,0.14020862349310392,Active Mid Spenders
29,1,355.53,3,-0.6333493507938935,-1.2696492458401993,New Active Buyers
22,1,177.31,3,-0.9197226968694608,-1.6734887716969977,New Active Buyers
16,10,3781.38,2,2.5334677926790463,0.0060812769834779346,Premium Loyalists
15,3,1339.41,3,0.9813574074651245,-0.8553595366187283,New Active Buyers
232,1,180.1,0,-1.6725584152162338,-0.30345167166905773,Dormant Low Spenders
276,7,3747.84,1,1.2924747899029985,1.504061448200442,Active Mid Spenders
106,2,641.13,1,-0.328206063991653,-0.12776127282781272,Active Mid Spenders
212,4,5164.88,1,1.0813474145115267,1.2520239526399541,Active Mid Spenders
11,7,4478.53,2,2.420467856929762,-0.2821970960055302,Premium Loyalists
4,3,786.46,3,1.076834553148665,-1.7305979912571596,New Active Buyers
386,2,1558.22,1,-0.2723374497536132,0.9463994815840981,Active Mid Spenders
10,2,1270.88,3,0.7882852526663233,-1.2244267838063907,New Active Buyers
57,6,3481.57,2,1.633092214558229,0.4962629298265097,Premium Loyalists
521,2,804.88,1,-0.7266917480880845,0.8872062421545995,Active Mid Spenders
536,2,490.0,0,-1.0032534029161162,0.7270796663893736,Dormant Low Spenders
90,4,2930.41,1,1.0553202755786537,0.548689387277133,Active Mid Spenders
739,1,141.0,0,-2.1836376624041054,0.2907271035316626,Dormant Low Spenders
33,2,921.49,3,0.24408555266288526,-0.6740629924486609,New Active Buyers
239,3,1312.37,1,0.0801239495587055,0.7331591771100217,Active Mid Spenders
24,3,1174.58,3,0.7638737883393093,-0.639197948590433,New Active Buyers
115,1,185.9,0,-1.4262769677807778,-0.7031919770298398,Dormant Low Spenders
25,3,1013.26,3,0.6713694708535397,-0.6687595493067157,New Active Buyers
130,4,1918.49,1,0.7071698770192002,0.612281899553564,Active Mid Spenders
34,8,3539.3,2,2.059546737062921,0.31765444985022795,Premium Loyalists
5,2,1346.97,3,1.018884560912518,-1.5608736741391327,New Active Buyers
155,4,1112.0,1,0.3558008296264711,0.5207150582324025,Active Mid Spenders
107,8,2294.65,2,1.4554804868553084,0.8270513028305858,Premium Loyalists
3,1,314.44,3,-0.037016825964393624,-2.5006824494249034,New Active Buyers
335,4,377.75,1,-0.4778234526536251,0.5881672063114922,Active Mid Spenders
331,2,1017.03,1,-0.45188347947339635,0.7039339297103712,Active Mid Spenders
149,3,4160.83,1,0.8567089481376273,0.8677850773641081,Active Mid Spenders
11,5,601.98,3,1.0508961087868762,-1.1273826827599878,New Active Buyers
424,1,261.35,0,-1.6702438365459373,0.18299685643185162,Dormant Low Spenders
11,4,1643.18,2,1.4094490135869213,-0.8515093582029406,Premium Loyalists
19,1,686.05,3,-0.146242520751347,-1.2744839632687512,New Active Buyers
30,1,91.68,3,-1.3707910555069875,-1.7311129265219523,New Active Buyers
11,1,245.1,3,-0.5320593733691623,-1.941879363773719,New Active Buyers
436,1,162.0,0,-1.9360948956192352,0.02956431184649353,Dormant Low Spenders
625,2,239.4,0,-1.438845417932581,0.5625982492887798,Dormant Low Spenders
325,3,313.6,0,-0.7913286268175096,0.4036587612900666,Dormant Low Spenders
394,1,1248.42,1,-0.8043687023687631,0.696831744509108,Active Mid Spenders
58,1,620.13,3,-0.5562776100229718,-0.6729965753191517,New Active Buyers
151,3,2744.0299999999997,1,0.6278927484642217,0.7270780726218888,Active Mid Spenders
10,7,3760.29,2,2.354815260763478,-0.3958344576441371,Premium Loyalists
606,1,2622.481,1,-0.5454990201094306,1.2147376469214093,Active Mid Spenders
330,2,437.05,0,-0.9057303132440205,0.4012188211487315,Dormant Low Spenders
5,3,1230.02,3,1.2578771284037493,-1.463719900349596,New Active Buyers
39,4,1970.6,2,1.1116060810411958,-0.07722891468756299,Premium Loyalists
554,2,958.5,1,-0.6527373009849652,0.9855933453322527,Active Mid Spenders
25,11,2843.09,2,2.327105125657753,0.19389110926614103,Premium Loyalists
555,2,395.1,0,-1.1305262642902627,0.670923351887791,Dormant Low Spenders
59,4,1113.02,1,0.6704087760188914,-0.042018805759712806,Active Mid Spenders
1,4,880.81,3,1.6624373775899663,-2.1296831137391585,New Active Buyers
8,7,2283.63,2,2.1518809170708604,-0.6920006907777656,Premium Loyalists
28,6,2863.08,2,1.75549908345841,0.018032788950118447,Premium Loyalists
372,1,178.28,0,-1.8326910882075274,-0.029777854173033493,Dormant Low Spenders
481,2,2138.91,1,-0.17375221486258927,1.1887314140265919,Active Mid Spenders
114,1,4873.8099999999995,1,0.33556680093799196,0.4555219993503814,Active Mid Spenders
26,2,1247.61,3,0.48313742835461354,-0.7018801045010852,New Active Buyers
206,1,389.01,0,-1.2199059814602442,-0.09941877132583428,Dormant Low Spenders
28,7,1170.4,2,1.406937378866671,-0.24088924855499275,Premium Loyalists
637,1,110.95,0,-2.2631281352984116,0.11847792194766354,Dormant Low Spenders
127,7,1703.02,1,1.1209946237354256,0.767778312463895,Active Mid Spenders
70,3,1843.35,1,0.663644094075263,0.13660918933933505,Active Mid Spenders
7,7,1407.1200000000001,2,1.9295778483263673,-0.934109665924355,Premium Loyalists
435,2,851.91,1,-0.6369182867078295,0.801362316349107,Active Mid Spenders
29,3,957.59,3,0.593879123417453,-0.60457871020871,New Active Buyers
590,1,339.75,0,-1.6376114482155195,0.47060542493738605,Dormant Low Spenders
418,1,638.11,0,-1.185324381147415,0.4923659609632735,Dormant Low Spenders
8,4,4939.99,2,2.0974930209667604,-0.628371542017223,Premium Loyalists
80,6,2446.41,2,1.333037099665572,0.5672059514426498,Premium Loyalists
20,1,219.0,3,-0.7764948798161091,-1.6521185277634491,New Active Buyers
71,4,1006.53,1,0.5562811994887735,0.02956410587013779,Active Mid Spenders
7,8,2340.84,2,2.3218306626382677,-0.6995444375114105,Premium Loyalists
292,1,603.42,0,-1.0978352497107668,0.26166722376658363,Dormant Low Spenders
97,3,1149.02,1,0.30292978236188056,0.15796359309766336,Active Mid Spenders
612,2,1339.05,1,-0.5052394694922953,1.1633748145609113,Active Mid Spenders
1,1,848.55,3,0.7252131755479299,-2.5555826139002695,New Active Buyers
106,1,353.86,0,-1.0539165288777013,-0.5219817685742195,Dormant Low Spenders
4,2,1053.49,3,0.9463847377077295,-1.7559359798368663,New Active Buyers
151,3,1308.91,1,0.2288554602756205,0.4630606634632691,Active Mid Spenders
71,1,238.25,0,-1.1363061738545879,-0.8961108121876491,Dormant Low Spenders
5,2,644.95,3,0.6221129318296593,-1.8233920418175684,New Active Buyers
32,8,4013.08,2,2.1466318573589547,0.32780161684981574,Premium Loyalists
85,4,997.63,1,0.49308486274834207,0.13110117953569017,Active Mid Spenders
4,5,725.07,3,1.4388898008190287,-1.5769848550688934,New Active Buyers
5,7,2317.52,2,2.2931151828094,-0.9256771255834471,Premium Loyalists
371,4,2694.56,1,0.5472041926281946,1.3484788136906667,Active Mid Spenders
28,11,4014.6,2,2.477256154080694,0.38133648870738834,Premium Loyalists
71,5,1070.17,1,0.7718039261099069,0.1335198483081583,Active Mid Spenders
114,1,453.01,0,-0.9447233951367032,-0.3915640012417758,Dormant Low Spenders
522,1,829.25,0,-1.1170853601222872,0.7163875073312514,Dormant Low Spenders
180,1,236.26000000000002,0,-1.4438529304711203,-0.3558778713020157,Dormant Low Spenders
234,4,2424.87,1,0.6413396253226562,1.0402003282064065,Active Mid Spenders
353,3,639.65,1,-0.43483319540936927,0.7060074386689472,Active Mid Spenders
315,2,779.5699999999999,1,-0.5789005365287886,0.5800456763125115,Active Mid Spenders
333,1,234.0,0,-1.650415157506466,0.0017234829643009146,Dormant Low Spenders
499,2,3710.5,1,0.11120602051459294,1.4068498785935108,Active Mid Spenders
372,1,310.7,0,-1.5343747060797273,0.16759898415824812,Dormant Low Spenders
78,4,2726.73,1,1.062966388762532,0.43965990134371197,Active Mid Spenders
64,1,427.6,3,-0.7882276134203257,-0.7483263006317489,New Active Buyers
529,2,406.07,0,-1.1000480234662735,0.6524510047230262,Dormant Low Spenders
626,1,1201.52,1,-0.976902096341023,0.9554599381177907,Active Mid Spenders
134,2,546.43,1,-0.4906784716854032,-0.047725566946911366,Active Mid Spenders
487,3,925.41,1,-0.3414300702722778,1.0267983625381838,Active Mid Spenders
541,1,254.55,0,-1.7643499205525106,0.31692367045938785,Dormant Low Spenders
129,1,275.88,0,-1.2517604079008793,-0.49579733038379853,Dormant Low Spenders
445,1,268.27,0,-1.6720565309157367,0.22070845133251896,Dormant Low Spenders
81,1,4366.78,1,0.3875145785362067,0.21702832649426743,Active Mid Spenders
236,3,3010.74,1,0.5318863499131449,1.0219130754389627,Active Mid Spenders
87,1,112.07999999999998,0,-1.6064787838499142,-1.0452963275235718,Dormant Low Spenders
52,8,5020.74,2,2.111680205509844,0.6869172097056232,Premium Loyalists
456,1,347.8,0,-1.540488052502765,0.32741568422706924,Dormant Low Spenders
458,2,782.95,1,-0.6992909533800186,0.8015693598737798,Active Mid Spenders
8,2,1898.52,3,1.0705939388611618,-1.1995387912942854,New Active Buyers
138,2,814.16,1,-0.28553093784282396,0.11156477654098046,Active Mid Spenders
317,1,1693.88,1,-0.5686181223216875,0.6778746435363513,Active Mid Spenders
472,6,1404.58,1,0.4538101394369277,1.4091632677291788,Active Mid Spenders
376,1,949.82,1,-0.9363409505018616,0.5718853672163294,Active Mid Spenders
451,1,168.69000000000003,0,-1.9254947676719845,0.0638058232466889,Dormant Low Spenders
239,1,1143.6,1,-0.6878366051353265,0.37195680069507386,Active Mid Spenders
211,2,3246.45,1,0.32123096503684,0.8535730499538868,Active Mid Spenders
486,1,282.3,0,-1.6735724215833074,0.29065809699485945,Dormant Low Spenders
60,1,892.47,3,-0.37113988336689663,-0.5236075663930045,New Active Buyers
564,1,124.25,0,-2.1626338926087643,0.08693433948796347,Dormant Low Spenders
536,1,98.7,0,-2.268977927977546,-0.024433536822871204,Dormant Low Spenders
17,7,1686.12,2,1.7604923499953267,-0.3917385071960755,Premium Loyalists
668,1,55.5,0,-2.647546697515945,-0.0975887966237105,Dormant Low Spenders
458,1,519.45,0,-1.3260739976868046,0.4728028005117271,Dormant Low Spenders
